Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
not on backorder;19;High;Between 100%-125%;102,00%;no;Texas;no;cellular;No Segment;Between 50% and 70 %;Consistent over (>20%)
not on backorder;38;High;Between 100%-125%;202,00%;no;Texas;no;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;98,00%;no;Texas;no;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;Between 100%-125%;100,00%;no;Texas;no;cellular;Seasonal;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;53;High;Between 100%-125%;282,00%;no;Texas;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;37;High;Between 100%-125%;194,00%;no;Texas;no;cellular;Seasonal;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;194;High;Between 100%-125%;1104,00%;no;Texas;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;102,00%;no;Texas;no;cellular;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;89;High;Between 100%-125%;504,00%;no;Texas;no;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;53;High;Between 100%-125%;290,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;62;High;Between 100%-125%;402,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;60;High;Between 100%-125%;294,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;17;High;Between 100%-125%;110,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;High;Between 100%-125%;92,00%;no;Texas;no;cellular;Stable (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;37;High;Between 100%-125%;190,00%;no;Texas;no;cellular;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;36;High;Between 100%-125%;202,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;102,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;94,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;70;High;Between 100%-125%;404,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;223;High;Between 100%-125%;1188,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;104,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;143;High;Between 100%-125%;780,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;18;High;Between 100%-125%;108,00%;no;Texas;no;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;110,00%;no;Texas;no;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;52;High;Between 100%-125%;320,00%;no;Texas;no;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;no;telephone;Cyclical;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;19;High;Between 100%-125%;100,00%;no;Texas;no;telephone;Declining;Below 50%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;102,00%;no;Texas;no;telephone;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;55;High;Between 100%-125%;284,00%;no;Texas;no;telephone;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;53;High;Between 100%-125%;304,00%;no;Texas;no;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;35;High;Between 100%-125%;200,00%;no;Texas;no;telephone;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;92,00%;no;Texas;no;telephone;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;38;High;Between 100%-125%;296,00%;no;Texas;no;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;37;High;Between 100%-125%;196,00%;no;Texas;no;telephone;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;no;telephone;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;18;High;Between 100%-125%;100,00%;no;Texas;no;telephone;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;no;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;92,00%;no;Texas;no;telephone;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;110,00%;no;Texas;no;telephone;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;17;High;Between 100%-125%;102,00%;no;Texas;no;telephone;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;52;High;Between 100%-125%;300,00%;no;Texas;no;telephone;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;100,00%;no;Texas;no;telephone;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;36;High;Between 100%-125%;192,00%;no;Texas;no;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;2;High;Between 100%-125%;106,00%;no;Texas;no;unknown;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;17;High;Between 100%-125%;106,00%;no;Texas;no;unknown;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;94,00%;no;Texas;no;unknown;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;102,00%;no;Texas;no;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;102,00%;no;Texas;no;unknown;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;17;High;Between 100%-125%;92,00%;no;Texas;yes;cellular;Declining;Below 50%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;yes;cellular;Declining;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;102,00%;no;Texas;yes;cellular;Declining;Between 50% and 70 %;Consistent over (>20%)
not on backorder;91;High;Between 100%-125%;526,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;High;Between 100%-125%;212,00%;no;Texas;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;92,00%;no;Texas;yes;cellular;Growing;Below 50%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;100,00%;no;Texas;yes;cellular;Growing;Below 50%;Consistent under (<-20%)
not on backorder;70;High;Between 100%-125%;412,00%;no;Texas;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;19;High;Between 100%-125%;100,00%;no;Texas;yes;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;37;High;Between 100%-125%;214,00%;no;Texas;yes;cellular;Growing;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;823;High;Between 100%-125%;4656,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;56;High;Between 100%-125%;298,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;98,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;54;High;Between 100%-125%;304,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;Between 100%-125%;106,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Moderate under (-5% to -20%)
not on backorder;17;High;Between 100%-125%;92,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;36;High;Between 100%-125%;200,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;106,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Moderate over (5% to 20%)
not on backorder;37;High;Between 100%-125%;210,00%;no;Texas;yes;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;51;High;Between 100%-125%;312,00%;no;Texas;yes;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;13;High;Between 100%-125%;100,00%;no;Texas;yes;cellular;Intermittent;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;122;High;Between 100%-125%;604,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;303;High;Between 100%-125%;1842,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;96,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;Between 100%-125%;102,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Moderate under (-5% to -20%)
not on backorder;36;High;Between 100%-125%;186,00%;no;Texas;yes;cellular;No Segment;Below 50%;Consistent over (>20%)
not on backorder;26;High;Between 100%-125%;200,00%;no;Texas;yes;cellular;No Segment;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;yes;cellular;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;74;High;Between 100%-125%;386,00%;no;Texas;yes;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;96,00%;no;Texas;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;55;High;Between 100%-125%;292,00%;no;Texas;yes;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;35;High;Between 100%-125%;184,00%;no;Texas;yes;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;126;High;Between 100%-125%;702,00%;no;Texas;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;100,00%;no;Texas;yes;cellular;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;19;High;Between 100%-125%;104,00%;no;Texas;yes;cellular;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;High;Between 100%-125%;96,00%;no;Texas;yes;cellular;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;110;High;Between 100%-125%;580,00%;no;Texas;yes;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;106,00%;no;Texas;yes;cellular;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;19;High;Between 100%-125%;108,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;53;High;Between 100%-125%;296,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;55;High;Between 100%-125%;300,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;73;High;Between 100%-125%;414,00%;no;Texas;yes;cellular;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;55;High;Between 100%-125%;300,00%;no;Texas;yes;cellular;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;36;High;Between 100%-125%;202,00%;no;Texas;yes;cellular;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;127;High;Between 100%-125%;714,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;233;High;Between 100%-125%;1280,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;37;High;Between 100%-125%;214,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;165;High;Between 100%-125%;938,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;18;High;Between 100%-125%;110,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;19;High;Between 100%-125%;106,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;91;High;Between 100%-125%;524,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;18;High;Between 100%-125%;98,00%;no;Texas;yes;telephone;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;19;High;Between 100%-125%;100,00%;no;Texas;yes;telephone;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;104,00%;no;Texas;yes;telephone;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;102,00%;no;Texas;yes;telephone;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;16;High;Between 100%-125%;108,00%;no;Texas;yes;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;108,00%;no;Texas;yes;telephone;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;17;High;Between 100%-125%;100,00%;no;Texas;yes;telephone;No Segment;Below 50%;Consistent over (>20%)
not on backorder;5;High;Between 100%-125%;102,00%;no;Texas;yes;telephone;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;53;High;Between 100%-125%;314,00%;no;Texas;yes;telephone;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;54;High;Between 100%-125%;288,00%;no;Texas;yes;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;17;High;Between 100%-125%;108,00%;no;Texas;yes;telephone;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;54;High;Between 100%-125%;310,00%;no;Texas;yes;telephone;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;102,00%;no;Texas;yes;telephone;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;18;High;Between 100%-125%;94,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;56;High;Between 100%-125%;412,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;Between 100%-125%;92,00%;no;Texas;yes;unknown;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;17;High;Between 100%-125%;96,00%;no;Texas;yes;unknown;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;6;High;Between 100%-125%;96,00%;no;Texas;yes;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;11;High;Between 100%-125%;94,00%;no;Texas;yes;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;45;High;Between 100%-125%;312,00%;no;Washington;no;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;High;Between 100%-125%;104,00%;no;Washington;no;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;High;Between 100%-125%;92,00%;no;Washington;no;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;42;High;Between 100%-125%;306,00%;no;Washington;no;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;20;High;Between 100%-125%;96,00%;no;Washington;no;cellular;Growing;Below 50%;Consistent over (>20%)
not on backorder;134;High;Between 100%-125%;712,00%;no;Washington;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;100,00%;no;Washington;no;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;292;High;Between 100%-125%;1810,00%;no;Washington;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;21;High;Between 100%-125%;200,00%;no;Washington;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;40;High;Between 100%-125%;320,00%;no;Washington;no;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;11;High;Between 100%-125%;92,00%;no;Washington;no;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;84;High;Between 100%-125%;708,00%;no;Washington;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;40;High;Between 100%-125%;310,00%;no;Washington;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;253;High;Between 100%-125%;1754,00%;no;Washington;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;12;High;Between 100%-125%;92,00%;no;Washington;no;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;Between 100%-125%;98,00%;no;Washington;no;cellular;Seasonal;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;97;High;Between 100%-125%;790,00%;no;Washington;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;25;High;Between 100%-125%;206,00%;no;Washington;no;cellular;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;High;Between 100%-125%;102,00%;no;Washington;no;cellular;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;18;High;Between 100%-125%;98,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;81;High;Between 100%-125%;710,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;37;High;Between 100%-125%;208,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;20;High;Between 100%-125%;194,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;256;High;Between 100%-125%;1584,00%;no;Washington;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
